日期,赛事,比赛,市场框架,模拟盘口/价格,模拟方向,赛果,模拟盈亏单位,模型更新
2026-09-05,乌兹超,库鲁维奇科坎 vs 萨马尔罕迪纳摩,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,库鲁维奇科坎1-1萨马尔罕迪纳摩,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,乌兹超,索格迪纳吉扎克 vs 马沙尔,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,索格迪纳吉扎克5-2马沙尔,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,俄甲,乌法 vs 韦莱斯,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,乌法1-1韦莱斯,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,俄甲,乌里扬诺夫斯克伏尔加 vs 图拉兵工厂,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,乌里扬诺夫斯克伏尔加3-0图拉兵工厂,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,南非超,茨普帕 vs 米尔福德,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,茨普帕0-0米尔福德,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,哈萨克超,斯咸迪苏 vs 伊特什,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,斯咸迪苏1-0伊特什,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,哈萨克超,阿克托比 vs 热尼斯,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,阿克托比1-0热尼斯,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,土甲,班迪马士邦 vs 波卢斯堡,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,班迪马士邦6-0波卢斯堡,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,意乙,南蒂罗尔 vs 卡坦萨罗,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,南蒂罗尔2-0卡坦萨罗,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,意甲,佛罗伦萨 vs 都灵,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,佛罗伦萨1-2都灵,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,挪乙,巴提维格 vs 哈尔登,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,巴提维格1-0哈尔登,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,挪乙,斯塔达尔斯 vs 伊斯沃德,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,斯塔达尔斯1-3伊斯沃德,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,挪乙,索特拉 vs 维达,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,索特拉3-0维达,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,挪乙,莫达伦 vs 谢夫,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,莫达伦0-3谢夫,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,捷丙,FK莫斯特 vs FK霍尼红冰,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,捷丙,普里布拉姆B队 vs 布咸美恩斯1905B队,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,捷甲,奥洛穆茨 vs 波希米亚1905,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,奥洛穆茨3-0波希米亚1905,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,捷甲,布拉格斯拉维亚 vs 布尔诺,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,布拉格斯拉维亚4-0布尔诺,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,捷甲,斯洛瓦科 vs 帕尔杜比斯,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,斯洛瓦科0-0帕尔杜比斯,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,瑞典甲,奥迪沃特 vs 法尔肯堡,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,奥迪沃特2-1法尔肯堡,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,瑞典甲,诺尔比 vs 兰斯科罗纳,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,诺尔比1-3兰斯科罗纳,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,瑞典超,代格福什 vs 哈尔姆斯塔德,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,代格福什2-0哈尔姆斯塔德,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,瑞典超,哥德堡盖斯 vs 赫根,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,哥德堡盖斯0-0赫根,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,荷丙,克卢廷厄 vs 伊素美禾祖斯,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,荷丙,斯巴肯堡 vs 巴伦查捷特,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,荷丙,罗达 vs 高沙根男生,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,葡乙,凡恩尼斯 vs 费雷拉,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,凡恩尼斯2-2费雷拉,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,葡甲,佩纳菲尔 vs 科英布拉大学,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,佩纳菲尔4-1科英布拉大学,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,非冠杯,玛尔克夫 vs 希根足球俱乐部,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,非冠杯,艾格诺尔马卡巴 vs 艾希拉,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,非联杯,红箭队 vs 伊纳特鲁日,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,俄超,圣彼得堡泽尼特 vs 莫斯科中央陆军,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,圣彼得堡泽尼特1-2莫斯科中央陆军,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,奥地利杯,BW林茨 vs 瓦克蒂罗尔,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,BW林茨2-3瓦克蒂罗尔,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,奥地利杯,杜斯兰堡 vs LASK林茨,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,杜斯兰堡1-6LASK林茨,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,奥地利杯,禾斯贝治 vs 格拉茨风暴,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,禾斯贝治1-4格拉茨风暴,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,德甲,云达不莱梅 vs RB莱比锡,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,云达不莱梅3-1RB莱比锡,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,德甲,勒沃库森 vs 柏林联合,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,勒沃库森4-0柏林联合,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,德甲,帕德博恩 vs 弗赖堡,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,帕德博恩0-1弗赖堡,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,德甲,门兴格拉德巴赫 vs 埃弗斯堡,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,门兴格拉德巴赫3-4埃弗斯堡,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,德甲,霍芬海姆 vs 多特蒙德,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,霍芬海姆2-3多特蒙德,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,克亚乙,乌克瓦 vs 希巴利亚,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,阿曼联,伊卜里 vs 斯莫尔,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,阿曼联,萨汉姆 vs 巴赫拉,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,阿联酋超,沙迦 vs 迪拜联合,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,沙迦4-3迪拜联合,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,阿联酋超,般尼亚斯 vs 哈塔,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,般尼亚斯0-1哈塔,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,俄甲,索契 vs 下诺夫哥罗德,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,索契0-1下诺夫哥罗德,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,俄甲,辛历克 vs 伏尔加格勒,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,辛历克2-2伏尔加格勒,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,冰岛乙,KFG加达巴尔 vs 奥拉夫斯维克维京,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,冰岛乙,富佐尼 vs 图罗杜尔沃尔古,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,冰岛乙,白色骑士 vs 科玛库尔,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,冰岛乙,豪卡尔 vs 塞尔福斯,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,冰岛甲,HK科帕沃格 vs 费基尔,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,HK科帕沃格2-1费基尔,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,冰岛甲,IR雷克雅未克 vs 雷克尼,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,IR雷克雅未克3-2雷克尼,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,冰岛甲,嘉德维克 vs 阿费查尔丁,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,嘉德维克2-1阿费查尔丁,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,冰岛甲,格洛塔 vs 胡萨维克,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,格洛塔0-2胡萨维克,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,冰岛甲,维斯特瑞 vs 特罗图尔,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,维斯特瑞0-2特罗图尔,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,冰岛甲,艾格尔 vs 格林达维克,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,艾格尔1-1格林达维克,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,卡塔尔联,赖扬 vs 杜海勒,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,赖扬1-1杜海勒,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,哈萨克超,克孜勒扎尔 vs 阿迪拿奥,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,克孜勒扎尔0-1阿迪拿奥,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,土超,埃尔祖鲁姆体育 vs 科尼亚体育,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,埃尔祖鲁姆体育1-0科尼亚体育,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,拉脱超,叶尔加瓦 vs 超级星,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,叶尔加瓦0-1超级星,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,挪甲,奥德 vs 斯托姆加斯特,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,奥德1-1斯托姆加斯特,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,挪甲,康斯文格 vs 诺霍斯,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,康斯文格9-1诺霍斯,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,挪甲,斯托曼 vs 布莱尼,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,斯托曼2-0布莱尼,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,挪甲,桑德尼斯 vs 兰黑姆,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,桑德尼斯1-1兰黑姆,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,挪甲,海于格松 vs 松达尔,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,海于格松2-0松达尔,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,挪甲,阿萨纳 vs 禾特,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,阿萨纳2-2禾特,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,挪超,罗森博格 vs 汉坎,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,罗森博格4-0汉坎,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,捷丙,弗里德克 vs 乌尼邱夫,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,捷丙,维特科维斯 vs 斯洛瓦科B队,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,捷丙,荷路比纳 vs 乌赫尔斯基,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,赛果未匹配待人工核验,不计,过期待赛已清理；需补充Flashscore/球探历史或人工核验
2026-09-05,比乙,布鲁日B队 vs 欧本,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,布鲁日B队0-1欧本,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,比乙,根特B队 vs 安德莱赫特B队,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,根特B队2-2安德莱赫特B队,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,比甲,沙勒罗瓦 vs 圣吉罗斯,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,沙勒罗瓦2-3圣吉罗斯,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,英冠,伯恩利 vs 布里斯托城,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,伯恩利1-2布里斯托城,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,英冠,女王公园巡游者 vs 米德尔斯堡,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,女王公园巡游者0-1米德尔斯堡,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,英冠,朴茨茅斯 vs 卡迪夫城,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,朴茨茅斯2-0卡迪夫城,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,英冠,米尔沃尔 vs 博尔顿,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,米尔沃尔4-0博尔顿,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,英冠,西布罗姆维奇 vs 沃特福德,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,西布罗姆维奇1-0沃特福德,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,英冠,西汉姆联 vs 德比郡,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,西汉姆联3-0德比郡,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,英冠,谢菲尔德联队 vs 诺维奇,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,谢菲尔德联队1-3诺维奇,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,英甲,伯顿 vs 剑桥联,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,伯顿2-2剑桥联,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,英甲,卢顿 vs 莱顿东方,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,卢顿1-1莱顿东方,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,英甲,哈德斯菲尔德 vs 诺茨郡,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,哈德斯菲尔德1-1诺茨郡,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-05,英甲,唐卡斯特 vs 普利茅斯,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,唐卡斯特2-3普利茅斯,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
