日期,赛事,比赛分类,比赛,赛果,比分来源,模拟ID,市场框架,即时亚盘,盘口线,盘口档位,上盘方,候选标签,候选依据,候选映射方向,意图水位,意图结算,意图盈亏单位,意图均注盈亏,反向方向,反向水位,反向结算,反向盈亏单位,反向均注盈亏,有真实投注量,Polymarket/交易所情绪,流动性
2026-09-05,法丙,成年联赛T3,普瑞兰斯 vs 卡昂,0-2,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3019982-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.84/-0.5/0.98,-0.5,半球,客队,真实示强/阻上,客队上盘，让球加深，上盘水位0.98，下盘水位0.84，欧赔变化不大,上盘,0.980,赢,+1.0,+0.980,下盘,0.840,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,法丙,成年联赛T3,维尔赛斯 vs 戛纳,0-3,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3019989-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.0/0.25/0.82,0.25,平手/半球,主队,诱下/上盘降温,主队上盘，让球基本稳定，上盘水位1.00，下盘水位0.82，欧赔削弱上盘,上盘,1.000,输,-1.0,-1.000,下盘,0.820,赢,+1.0,+0.820,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,乌兹超,成年联赛T1,库鲁维奇科坎 vs 萨马尔罕迪纳摩,1-1,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-2933132-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.04/0.0/0.82,0,平手,客队,诱上/阻下,客队上盘，让球基本稳定，上盘水位0.82，下盘水位1.04，欧赔变化不大,下盘,1.040,走,-0.0,0.000,上盘,0.820,走,0.0,0.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,南非超,未知分类,茨普帕 vs 米尔福德,0-0,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3041168-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.74/-0.25/1.08,-0.25,平手/半球,客队,阻上/诱下,客队上盘，让球加深，上盘水位1.08，下盘水位0.74，欧赔变化不大,上盘,1.080,输半,-0.5,-0.500,下盘,0.740,赢半,+0.5,+0.370,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,土甲,成年联赛T2,班迪马士邦 vs 波卢斯堡,6-0,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3030136-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.81/1.5/1.01,1.5,球半,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.81，下盘水位1.01，欧赔变化不大,下盘,1.010,输,-1.0,-1.000,上盘,0.810,赢,+1.0,+0.810,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,捷甲,成年联赛T1,斯洛瓦科 vs 帕尔杜比斯,0-0,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3039880-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.08/0.25/0.8,0.25,平手/半球,主队,阻上/诱下,主队上盘，让球加深，上盘水位1.08，下盘水位0.80，欧赔变化不大,上盘,1.080,输半,-0.5,-0.500,下盘,0.800,赢半,+0.5,+0.400,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,瑞典甲,成年联赛T2,诺尔比 vs 兰斯科罗纳,1-3,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-2914681-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.03/0.0/0.86,0,平手,客队,降温保护/诱下,客队上盘，让球退盘，上盘水位0.86，下盘水位1.03，欧赔支持上盘,上盘,0.860,赢,+1.0,+0.860,下盘,1.030,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,葡乙,成年联赛T3,凡恩尼斯 vs 费雷拉,2-2,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3081434-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.76/0.0/0.94,0,平手,主队,诱上/阻下,两边接近，让球基本稳定，上盘水位0.76，下盘水位0.94，欧赔方向未确认,下盘,0.940,走,-0.0,0.000,上盘,0.760,走,0.0,0.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,俄超,成年联赛T1,圣彼得堡泽尼特 vs 莫斯科中央陆军,1-2,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3012290-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.98/1.0/0.91,1,一球,主队,真实示强/阻上,主队上盘，让球加深，上盘水位0.98，下盘水位0.91，欧赔变化不大,上盘,0.980,输,-1.0,-1.000,下盘,0.910,赢,+1.0,+0.910,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,奥地利杯,国内杯赛,BW林茨 vs 瓦克蒂罗尔,2-3,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3062077-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.94/1.25/0.76,1.25,一球/球半,主队,诱下/上盘降温,主队上盘，让球基本稳定，上盘水位0.94，下盘水位0.76，欧赔削弱上盘,上盘,0.940,输,-1.0,-1.000,下盘,0.760,赢,+1.0,+0.760,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,奥地利杯,国内杯赛,杜斯兰堡 vs LASK林茨,1-6,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3062078-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.02/-3.25/0.68,-3.25,3.25球,客队,诱上/阻下,客队上盘，让球基本稳定，上盘水位0.68，下盘水位1.02，欧赔变化不大,下盘,1.020,输,-1.0,-1.000,上盘,0.680,赢,+1.0,+0.680,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,奥地利杯,国内杯赛,禾斯贝治 vs 格拉茨风暴,1-4,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3062076-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.98/-1.25/0.72,-1.25,一球/球半,客队,诱上/阻下,客队上盘，让球基本稳定，上盘水位0.72，下盘水位0.98，欧赔变化不大,下盘,0.980,输,-1.0,-1.000,上盘,0.720,赢,+1.0,+0.720,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,德甲,成年联赛T1,云达不莱梅 vs RB莱比锡,3-1,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3018803-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.94/-0.75/0.95,-0.75,半球/一球,客队,真实示强/阻上,客队上盘，让球加深，上盘水位0.95，下盘水位0.94，欧赔削弱上盘,上盘,0.950,输,-1.0,-1.000,下盘,0.940,赢,+1.0,+0.940,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,德甲,成年联赛T1,勒沃库森 vs 柏林联合,4-0,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3018795-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.84/1.25/1.05,1.25,一球/球半,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.84，下盘水位1.05，欧赔变化不大,下盘,1.050,输,-1.0,-1.000,上盘,0.840,赢,+1.0,+0.840,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,德甲,成年联赛T1,帕德博恩 vs 弗赖堡,0-1,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3018800-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.95/-0.5/0.94,-0.5,半球,客队,真实示强/阻上,客队上盘，让球加深，上盘水位0.94，下盘水位0.95，欧赔削弱上盘,上盘,0.940,赢,+1.0,+0.940,下盘,0.950,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,德甲,成年联赛T1,门兴格拉德巴赫 vs 埃弗斯堡,3-4,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3018796-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.91/0.5/0.98,0.5,半球,主队,降温保护/诱下,主队上盘，让球退盘，上盘水位0.91，下盘水位0.98，欧赔支持上盘,上盘,0.910,输,-1.0,-1.000,下盘,0.980,赢,+1.0,+0.980,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,德甲,成年联赛T1,霍芬海姆 vs 多特蒙德,2-3,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3018799-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.99/0.0/0.9,0,平手,客队,降温保护/诱下,客队上盘，让球退盘，上盘水位0.90，下盘水位0.99，欧赔支持上盘,上盘,0.900,赢,+1.0,+0.900,下盘,0.990,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,阿联酋超,成年联赛T1,沙迦 vs 迪拜联合,4-3,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3057140-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.82/1.0/1.06,1,一球,主队,降温保护/诱下,主队上盘，让球退盘，上盘水位0.82，下盘水位1.06，欧赔变化不大,上盘,0.820,走,0.0,0.000,下盘,1.060,走,-0.0,0.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,俄甲,成年联赛T2,索契 vs 下诺夫哥罗德,0-1,ledger赛果兜底,20260905-TITAN-3021973-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.82/0.0/1.04,0,平手,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.82，下盘水位1.04，欧赔支持上盘,下盘,1.040,赢,+1.0,+1.040,上盘,0.820,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,冰岛甲,成年联赛T2,嘉德维克 vs 阿费查尔丁,2-1,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-2931301-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.98/-0.25/0.78,-0.25,平手/半球,客队,诱上/阻下,客队上盘，让球基本稳定，上盘水位0.78，下盘水位0.98，欧赔支持上盘,下盘,0.980,赢,+1.0,+0.980,上盘,0.780,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,冰岛甲,成年联赛T2,格洛塔 vs 胡萨维克,0-2,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-2931298-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.99/0.0/0.77,0,平手,主队,诱下/上盘降温,主队上盘，让球基本稳定，上盘水位0.99，下盘水位0.77，欧赔支持上盘,上盘,0.990,输,-1.0,-1.000,下盘,0.770,赢,+1.0,+0.770,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,冰岛甲,成年联赛T2,维斯特瑞 vs 特罗图尔,0-2,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-2931302-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.99/-0.25/0.77,-0.25,平手/半球,客队,诱上/阻下,客队上盘，让球基本稳定，上盘水位0.77，下盘水位0.99，欧赔支持上盘,下盘,0.990,输,-1.0,-1.000,上盘,0.770,赢,+1.0,+0.770,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,冰岛甲,成年联赛T2,艾格尔 vs 格林达维克,1-1,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-2931297-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.92/-1.75/0.84,-1.75,球半/两球,客队,诱上/阻下,客队上盘，让球加深，上盘水位0.84，下盘水位0.92，欧赔削弱上盘,下盘,0.920,赢,+1.0,+0.920,上盘,0.840,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,卡塔尔联,成年联赛T1,赖扬 vs 杜海勒,1-1,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3037795-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.8/0.0/1.02,0,平手,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.80，下盘水位1.02，欧赔变化不大,下盘,1.020,走,-0.0,0.000,上盘,0.800,走,0.0,0.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,哈萨克超,未知分类,克孜勒扎尔 vs 阿迪拿奥,0-1,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-2953362-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.83/0.25/1.03,0.25,平手/半球,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.83，下盘水位1.03，欧赔削弱上盘,下盘,1.030,赢,+1.0,+1.030,上盘,0.830,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,挪甲,成年联赛T2,斯托曼 vs 布莱尼,2-0,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-2913137-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.89/-0.5/0.95,-0.5,半球,客队,真实示强/阻上,客队上盘，让球加深，上盘水位0.95，下盘水位0.89，欧赔削弱上盘,上盘,0.950,输,-1.0,-1.000,下盘,0.890,赢,+1.0,+0.890,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,挪甲,成年联赛T2,桑德尼斯 vs 兰黑姆,1-1,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-2913135-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.74/0.0/1.11,0,平手,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.74，下盘水位1.11，欧赔变化不大,下盘,1.110,走,-0.0,0.000,上盘,0.740,走,0.0,0.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,挪甲,成年联赛T2,海于格松 vs 松达尔,2-0,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-2913131-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.97/1.75/0.87,1.75,球半/两球,主队,真实示强/阻上,主队上盘，让球加深，上盘水位0.97，下盘水位0.87，欧赔变化不大,上盘,0.970,赢半,+0.5,+0.485,下盘,0.870,输半,-0.5,-0.500,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,挪甲,成年联赛T2,阿萨纳 vs 禾特,2-2,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-2913130-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.02/0.25/0.82,0.25,平手/半球,主队,阻上/诱下,主队上盘，让球加深，上盘水位1.02，下盘水位0.82，欧赔变化不大,上盘,1.020,输半,-0.5,-0.500,下盘,0.820,赢半,+0.5,+0.410,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,挪超,成年联赛T1,罗森博格 vs 汉坎,4-0,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-2912887-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.83/1.5/1.06,1.5,球半,主队,诱上/阻下,主队上盘，让球加深，上盘水位0.83，下盘水位1.06，欧赔变化不大,下盘,1.060,输,-1.0,-1.000,上盘,0.830,赢,+1.0,+0.830,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,比甲,成年联赛T1,沙勒罗瓦 vs 圣吉罗斯,2-3,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3003558-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.06/-0.25/0.83,-0.25,平手/半球,客队,诱上/阻下,客队上盘，让球基本稳定，上盘水位0.83，下盘水位1.06，欧赔变化不大,下盘,1.060,输,-1.0,-1.000,上盘,0.830,赢,+1.0,+0.830,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,英冠,成年联赛T2,西布罗姆维奇 vs 沃特福德,1-0,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3008208-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.82/0.5/1.06,0.5,半球,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.82，下盘水位1.06，欧赔削弱上盘,下盘,1.060,输,-1.0,-1.000,上盘,0.820,赢,+1.0,+0.820,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,英冠,成年联赛T2,西汉姆联 vs 德比郡,3-0,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3008209-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.85/1.25/1.03,1.25,一球/球半,主队,阻下/下盘保护,主队上盘，让球基本稳定，上盘水位0.85，下盘水位1.03，欧赔变化不大,下盘,1.030,输,-1.0,-1.000,上盘,0.850,赢,+1.0,+0.850,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,英甲,成年联赛T3,卢顿 vs 莱顿东方,1-1,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3007086-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.0/1.0/0.88,1,一球,主队,阻上/诱下,主队上盘，让球加深，上盘水位1.00，下盘水位0.88，欧赔变化不大,上盘,1.000,输,-1.0,-1.000,下盘,0.880,赢,+1.0,+0.880,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,英甲,成年联赛T3,布拉德福德 vs 曼斯菲尔德,1-0,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3007080-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.85/0.5/1.03,0.5,半球,主队,阻下/下盘保护,主队上盘，让球基本稳定，上盘水位0.85，下盘水位1.03，欧赔削弱上盘,下盘,1.030,输,-1.0,-1.000,上盘,0.850,赢,+1.0,+0.850,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,英超,成年联赛T1,富勒姆 vs 水晶宫,2-3,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3003873-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.85/0.25/1.04,0.25,平手/半球,主队,阻下/下盘保护,主队上盘，让球基本稳定，上盘水位0.85，下盘水位1.04，欧赔削弱上盘,下盘,1.040,赢,+1.0,+1.040,上盘,0.850,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,英超,成年联赛T1,曼彻斯特城 vs 考文垂,1-0,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3003876-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.06/2.25/0.83,2.25,两球/两球半,主队,阻上/诱下,主队上盘，让球加深，上盘水位1.06，下盘水位0.83，欧赔变化不大,上盘,1.060,输,-1.0,-1.000,下盘,0.830,赢,+1.0,+0.830,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,英超,成年联赛T1,诺丁汉森林 vs 托特纳姆热刺,0-0,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3003878-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.82/0.0/1.07,0,平手,主队,诱上/阻下,主队上盘，让球基本稳定，上盘水位0.82，下盘水位1.07，欧赔削弱上盘,下盘,1.070,走,-0.0,0.000,上盘,0.820,走,0.0,0.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,西乙,成年联赛T2,希洪竞技 vs 赫罗纳,0-2,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3014064-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.78/-0.25/1.12,-0.25,平手/半球,客队,阻上/诱下,客队上盘，让球加深，上盘水位1.12，下盘水位0.78，欧赔变化不大,上盘,1.120,赢,+1.0,+1.120,下盘,0.780,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,西甲,成年联赛T1,毕尔巴鄂竞技 vs 马德里竞技,3-0,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3013673-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.8/-0.25/1.09,-0.25,平手/半球,客队,阻上/诱下,客队上盘，让球加深，上盘水位1.09，下盘水位0.80，欧赔变化不大,上盘,1.090,输,-1.0,-1.000,下盘,0.800,赢,+1.0,+0.800,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,奥地利杯,国内杯赛,奥地利萨尔斯堡 vs 第一维也纳,0-4,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3062079-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.84/-0.25/0.86,-0.25,平手/半球,客队,诱下/上盘降温,客队上盘，让球基本稳定，上盘水位0.86，下盘水位0.84，欧赔变化不大,上盘,0.860,赢,+1.0,+0.860,下盘,0.840,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,德丙,成年联赛T3,埃森 vs 科隆胜利,1-0,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3026033-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.84/0.5/1.02,0.5,半球,主队,降温保护/诱下,主队上盘，让球退盘，上盘水位0.84，下盘水位1.02，欧赔变化不大,上盘,0.840,赢,+1.0,+0.840,下盘,1.020,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,荷甲,成年联赛T1,奈梅亨 vs 费耶诺德,1-3,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-2996135-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.91/-0.25/0.98,-0.25,平手/半球,客队,降温保护/诱下,客队上盘，让球退盘，上盘水位0.98，下盘水位0.91，欧赔支持上盘,上盘,0.980,赢,+1.0,+0.980,下盘,0.910,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,葡超,成年联赛T1,阿马多拉 vs 法马利康,2-2,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3023469-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,1.07/0.0/0.82,0,平手,客队,降温保护/诱下,客队上盘，让球退盘，上盘水位0.82，下盘水位1.07，欧赔支持上盘,上盘,0.820,走,0.0,0.000,下盘,1.070,走,-0.0,0.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
2026-09-05,西协甲,成年联赛T3,米兰德斯 vs UD欧云斯,2-0,Titan007完场快照:20260906_083311_titan007_odds_snapshot.csv,20260905-TITAN-3014499-亚盘意图框架-待EV筛选,亚盘意图框架-待EV筛选,0.86/1.0/0.84,1,一球,主队,诱下/上盘降温,主队上盘，让球基本稳定，上盘水位0.86，下盘水位0.84，欧赔削弱上盘,上盘,0.860,赢,+1.0,+0.860,下盘,0.840,输,-1.0,-1.000,否,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程
