日期,赛事,比赛,市场框架,模拟盘口/价格,模拟方向,赛果,模拟盈亏单位,模型更新
2026-09-04,瑞士甲,卡鲁日星 vs 韦尔,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,卡鲁日星1-1韦尔,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,瑞士甲,温特图尔 vs 纳沙泰尔,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,温特图尔4-0纳沙泰尔,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,德甲,斯图加特 vs 科隆,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,斯图加特4-1科隆,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,西乙,拉斯帕尔马斯 vs 莱加内斯,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,拉斯帕尔马斯0-0莱加内斯,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,阿乙,贝尔格拉诺防卫队 vs 科多巴竞赛会,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,贝尔格拉诺防卫队3-0科多巴竞赛会,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,意甲,热那亚 vs 科莫,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,热那亚1-4科莫,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,比甲,洛默尔 vs 布鲁日,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,洛默尔0-1布鲁日,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,爱足杯,德罗赫达联 vs 戈尔韦联,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,德罗赫达联1-2戈尔韦联,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,爱足杯,沃特福德联队 vs 斯莱戈流浪者,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,沃特福德联队3-0斯莱戈流浪者,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,英足总杯,三桥 vs 基士多尼亚,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,三桥0-1基士多尼亚,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,英足总杯,夸恩 vs 锡普斯特,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,夸恩2-1锡普斯特,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,英足总杯,奥塞特联合 vs 弗拉克特,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,奥塞特联合1-0弗拉克特,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,英足总杯,法拉克维 vs 汉威尔城,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,法拉克维0-1汉威尔城,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,英足总杯,艾维利 vs 柴斯罕特,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,艾维利4-2柴斯罕特,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,乌拉乙,LA卢兹 vs 胡拉肯FC,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,LA卢兹1-3胡拉肯FC,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,挪超,桑德菲杰 vs 维京,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,桑德菲杰1-1维京,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,玻利甲,奥鲁罗 vs 圣安东尼奥布鲁布鲁,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,奥鲁罗2-0圣安东尼奥布鲁布鲁,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,英超,伊普斯维奇 vs 利物浦,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,伊普斯维奇0-2利物浦,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,葡乙,桑塔雷 vs 卡尔达斯,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,桑塔雷0-1卡尔达斯,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,西甲,皇家贝蒂斯 vs 皇家马德里,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,皇家贝蒂斯1-0皇家马德里,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,法甲,巴黎圣日耳曼 vs 摩纳哥,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,巴黎圣日耳曼1-2摩纳哥,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,葡超,波尔图 vs 摩里伦斯,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,波尔图2-1摩里伦斯,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,西协甲,邦弗拉甸拿 vs 卢高,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,邦弗拉甸拿0-0卢高,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,阿甲,里奥夸尔托学生队 vs 萨尔米安杜,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,里奥夸尔托学生队0-2萨尔米安杜,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,厄瓜乙,竞技足球会 vs 十月九,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,竞技足球会2-2十月九,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,哥伦乙秋,利昂内斯 vs 卡利竞技,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,利昂内斯0-3卡利竞技,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,玻利甲,学术DB vs 宾托大学生,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,学术DB2-0宾托大学生,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,哥伦乙秋,波哥塔 vs 尤姆博独立,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,波哥塔0-2尤姆博独立,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,智利乙,圣地亚哥漫游者 vs 伊基克体育,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,圣地亚哥漫游者1-0伊基克体育,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,智利乙,塔尔卡流浪者 vs 迪帕特斯,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,塔尔卡流浪者1-0迪帕特斯,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,阿甲,普拉腾斯 vs 利斯特雷,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,普拉腾斯1-1利斯特雷,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,阿甲,贝尔格拉诺 vs 飓风队,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,贝尔格拉诺1-1飓风队,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,巴西乙,克里丘马 vs 库亚巴,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,克里丘马2-0库亚巴,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,巴圣杯,班德兰特 vs 圣若昂EC,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,班德兰特3-1圣若昂EC,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,美冠联,劳顿联 vs 科罗拉多跃泉,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,劳顿联4-5科罗拉多跃泉,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,阿乙,费罗卡利 vs 米特雷圣地亚哥竞技,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,费罗卡利0-0米特雷圣地亚哥竞技,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,巴西乙,巴西竞技 vs 维拉诺瓦,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,巴西竞技5-0维拉诺瓦,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,美职业,纽约城 vs 纳什威尔SC,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,纽约城0-0纳什威尔SC,不计,历史比分自动回补；来源=Titan007完场页:20260905_112948_Over_20260904.htm；仍需人工复盘盘口路径
2026-09-04,厄瓜甲,特克尼克 vs 基多体育大学,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,特克尼克1-3基多体育大学,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-04,哥伦乙秋,奥尔索马尔索 vs 卡达根拿,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,奥尔索马尔索0-1卡达根拿,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-04,巴西乙,雷加塔斯巴西 vs 米内罗美洲,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,雷加塔斯巴西3-1米内罗美洲,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-04,智利乙,蒙特港 vs 库里科,亚盘盘口缺失-不形成模拟,对应市场真实盘口/水位缺失；不形成模拟,无市场模拟（亚盘线/水位缺失）,蒙特港2-0库里科,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-04,智利甲,康塞普西翁 vs 奥达斯,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,康塞普西翁0-1奥达斯,不计,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径
2026-09-04,韩K2联,坡州市民 vs 大邱FC,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,进行中/待确认 0-0,不计,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计；赛况已刷新，只更新比分/状态，不改赛前结论/盘口/标签
2026-09-04,韩K2联,忠北清州 vs 首尔衣恋,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,进行中/待确认 0-0,不计,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计；赛况已刷新，只更新比分/状态，不改赛前结论/盘口/标签
2026-09-04,乌克超,查诺莫斯 vs 利维贝雷,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,进行中/待确认 0-0,不计,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计；赛况已刷新，只更新比分/状态，不改赛前结论/盘口/标签
